start_station_id,lat,lng,bike_lane_length_500m,park_area_500m,university_count_1000m,office_poi_count_1000m,retail_poi_count_1000m,restaurant_cafe_count_500m,transit_stop_count_500m,distance_to_nearest_rail_station,distance_to_city_center
3005.0,34.0485,-118.258537,10089.307791714826,17994.239475791892,6.0,51.0,161.0,112.0,76.0,25.9,1427.5
3006.0,34.04554,-118.256668,11292.85021413022,26761.517129372933,4.0,62.0,184.0,133.0,102.0,395.4,1405.7
3007.0,34.05048,-118.254593,7860.184698950621,51199.597420535705,5.0,62.0,177.0,128.0,96.0,343.6,1021.6
3008.0,34.046612,-118.262733,7353.048603773355,13540.673945991088,5.0,45.0,99.0,62.0,58.0,432.6,1860.4
3010.0,34.037048,-118.254868,1232.8819943681942,0.0,3.0,27.0,104.0,17.0,37.0,1116.2,1974.2
3011.0,34.041569,-118.267349,2234.56222138609,8447.395732395082,5.0,13.0,40.0,19.0,28.0,170.6,2552.3
3014.0,34.05661,-118.237213,12004.415685947297,16220.354418042454,0.0,46.0,109.0,30.0,98.0,106.9,773.1
3016.0,34.052898,-118.241562,21104.454918397973,51987.04449287722,1.0,53.0,160.0,51.0,70.0,467.6,211.7
3018.0,34.043732,-118.260139,8291.507718836427,14632.202921603975,3.0,46.0,154.0,84.0,61.0,561.4,1783.4
3019.0,34.038609,-118.260857,4895.80974573019,1091.5289756128882,4.0,29.0,97.0,23.0,54.0,543.0,2186.9
3020.0,34.031052,-118.26709,3101.2678496549565,3450.346497786667,2.0,19.0,40.0,2.0,53.0,302.9,3189.7
3022.0,34.04607,-118.233093,6333.308717839373,0.0,2.0,30.0,73.0,20.0,12.0,586.1,1191.5
3024.0,34.05772,-118.24897,7973.595429103816,51766.74745017323,1.0,30.0,70.0,15.0,54.0,380.4,782.6
3025.0,34.03286,-118.268082,2887.2977067499223,4621.598944961537,2.0,19.0,41.0,3.0,57.0,110.3,3109.9
3026.0,34.063179,-118.24588,1753.920474551194,7584.406576636948,0.0,29.0,77.0,8.0,20.0,918.7,1237.2
3027.0,34.04998,-118.247162,15178.393962740756,48422.4800206818,2.0,69.0,203.0,106.0,80.0,239.7,403.3
3028.0,,,10603.437986704712,68097.87562192994,1.0,32.0,99.0,15.0,53.0,379.5,715.3
3030.0,34.051941,-118.24353,20155.287684833875,50881.06187437907,1.0,58.0,160.0,68.0,75.0,277.4,32.8
3032.0,34.049889,-118.255882,9002.869715076857,36588.58700965274,5.0,59.0,180.0,112.0,89.0,297.3,1151.4
3033.0,34.040989,-118.255798,4906.646159062662,0.0,3.0,49.0,154.0,68.0,57.0,892.9,1672.3
3034.0,34.042061,-118.263382,5536.950911850821,21363.5622951513,4.0,24.0,89.0,44.0,59.0,301.7,2135.3
3035.0,34.048401,-118.260948,8345.114877039508,12266.454226908216,5.0,50.0,106.0,83.0,61.0,205.5,1644.3
3037.0,34.034801,-118.231277,714.1665890874852,2017.6661579316217,2.0,8.0,16.0,14.0,11.0,320.5,2247.9
3040.0,34.05357,-118.266357,940.5158380462988,6453.710050577136,2.0,36.0,68.0,11.0,32.0,889.2,2092.9
3042.0,34.049301,-118.238808,12538.44812733836,2194.585021163245,3.0,48.0,115.0,78.0,31.0,42.7,554.1
3045.0,34.028511,-118.256668,392.6181050519407,0.0,0.0,16.0,32.0,6.0,27.0,177.6,2892.4
3046.0,34.052872,-118.24749,16262.87575933438,100427.43859725336,2.0,61.0,146.0,95.0,98.0,125.0,357.1
3047.0,34.039982,-118.266403,3790.260041871373,9578.527723270256,5.0,18.0,46.0,17.0,41.0,78.9,2494.2
3048.0,34.041691,-118.235352,3193.485724468211,0.0,2.0,25.0,75.0,25.0,15.0,712.4,1399.0
3049.0,34.056969,-118.253593,4511.250528199079,11722.333652522617,1.0,40.0,48.0,21.0,38.0,298.8,1054.4
3052.0,34.051102,-118.264557,2762.4553612793093,1680.054068153055,4.0,45.0,62.0,18.0,30.0,601.2,1925.4
3054.0,34.039219,-118.236488,2669.099800003303,0.0,2.0,15.0,40.0,13.0,16.0,555.2,1589.0
3056.0,34.03746,-118.265381,3736.604698040026,5416.592878203564,4.0,19.0,43.0,10.0,60.0,363.9,2583.9
3058.0,34.035801,-118.23317,1054.2985058317054,865.1177777707323,2.0,8.0,16.0,17.0,12.0,255.0,2065.5
3062.0,34.047749,-118.243172,12356.76398966654,6643.854774957616,2.0,56.0,179.0,89.0,36.0,399.3,497.3
3063.0,34.048038,-118.253738,11769.796931525896,46723.41460875556,4.0,66.0,197.0,129.0,104.0,307.5,1034.1
3064.0,34.046131,-118.257591,11064.526502617802,22928.49106111605,4.0,59.0,179.0,119.0,97.0,299.8,1446.8
3065.0,34.060558,-118.238327,7350.685616245299,26653.711917692388,0.0,40.0,74.0,55.0,50.0,423.6,1053.0
3066.0,34.063389,-118.23616,2602.699372529453,42644.96018789524,0.0,33.0,71.0,58.0,45.0,51.3,1424.9
3069.0,34.05088,-118.248253,15128.510344160528,51502.65981837755,2.0,71.0,182.0,112.0,91.0,150.2,444.4
3074.0,34.04417,-118.261169,8093.529974897123,14632.202921603975,3.0,45.0,143.0,71.0,54.0,545.8,1840.6
3075.0,34.04211,-118.256187,7279.122499503012,12690.878028404586,4.0,54.0,163.0,81.0,74.0,763.6,1607.0
3076.0,34.0406,-118.253838,3461.2805272290307,0.0,4.0,49.0,145.0,66.0,57.0,1001.9,1592.5
3077.0,34.039871,-118.250038,2055.161274162176,0.0,2.0,46.0,141.0,34.0,27.0,1086.2,1490.1
3078.0,34.064281,-118.238937,3085.0995218112494,20858.47635347081,0.0,32.0,72.0,53.0,42.0,288.3,1413.2
3079.0,34.05014,-118.233192,6357.469025531271,0.0,2.0,33.0,80.0,7.0,39.0,507.6,994.8
3081.0,34.031891,-118.250183,0.0,181.0207120256444,0.0,18.0,22.0,6.0,13.0,758.6,2335.9
3082.0,34.04652,-118.237411,8739.960470673946,1007.7136819772446,2.0,43.0,87.0,74.0,25.0,274.5,857.1
4202.0,33.991161,-118.468292,4049.486044049115,7615.190160889816,0.0,31.0,151.0,21.0,11.0,3298.7,21783.1
4204.0,33.988419,-118.45163,4674.963613162537,8403.817562689648,0.0,41.0,39.0,11.0,14.0,4636.9,20433.6
4205.0,33.993771,-118.453667,2781.38353859819,0.0,0.0,33.0,44.0,7.0,11.0,4055.5,20412.1
4206.0,33.998341,-118.461014,527.3364322174658,23827.73395018053,0.0,10.0,86.0,14.0,8.0,3282.5,20903.3
4207.0,34.000881,-118.46891,2758.3429751270724,3140.746574568844,0.0,9.0,78.0,24.0,10.0,2533.8,21524.6
4208.0,33.99868,-118.472977,2938.433236720466,2773.9005309721983,0.0,17.0,145.0,13.0,6.0,2394.7,21951.6
4209.0,33.996239,-118.477448,6403.592156849711,6852.944130593622,0.0,20.0,128.0,28.0,10.0,2335.3,22422.6
4210.0,33.984341,-118.47155,5747.794017181815,41673.55115885231,0.0,22.0,129.0,24.0,6.0,3744.4,22314.3
4211.0,33.984928,-118.469963,7142.623977870756,31909.357650993832,0.0,26.0,129.0,23.0,8.0,3763.9,22154.5
4212.0,33.988129,-118.471741,6937.203911443807,50990.671499205775,0.0,20.0,139.0,42.0,9.0,3376.3,22191.6
4213.0,33.995369,-118.464798,1476.0832594448466,24073.17478959857,0.0,21.0,123.0,7.0,9.0,3204.1,21333.6
4214.0,33.99556,-118.481552,6068.958568089789,90826.63611836056,0.0,14.0,86.0,19.0,7.0,2213.5,22807.0
4215.0,34.014309,-118.491341,8741.307554025116,47895.91006617373,2.0,39.0,214.0,65.0,38.0,77.4,23205.5
4216.0,34.023392,-118.479637,12624.63091638781,51018.829835845565,3.0,19.0,146.0,9.0,19.0,73.2,21974.8
4217.0,34.04031,-118.25827,5268.780514157138,9902.680315374604,3.0,35.0,156.0,44.0,65.0,732.4,1884.1
4220.0,34.074829,-118.258728,4070.1142647745423,113312.84864895634,0.0,18.0,38.0,27.0,20.0,2303.5,2871.9
4227.0,34.0298,-118.270309,3279.8548675849056,3034.3960453960626,2.0,17.0,33.0,1.0,64.0,309.2,3495.0
4245.0,34.02404,-118.283409,20480.613262203067,50060.37290485448,6.0,12.0,32.0,39.0,21.0,532.1,4815.9
4246.0,34.023708,-118.279167,14282.850927336169,8828.96874395885,7.0,15.0,25.0,30.0,31.0,199.8,4551.6
4247.0,34.033642,-118.291313,3682.621186533451,19584.34247436836,3.0,18.0,21.0,3.0,10.0,1707.4,4848.1
4248.0,34.028351,-118.288673,15217.462146914297,11404.430862362477,5.0,12.0,35.0,11.0,16.0,1154.7,4919.8
4249.0,34.020302,-118.281181,17291.47955650046,73729.56659897717,5.0,9.0,23.0,22.0,42.0,296.7,4950.6
4250.0,34.03017,-118.280952,8140.858595958406,13573.24549283322,7.0,13.0,37.0,2.0,18.0,690.6,4216.9
4254.0,34.028679,-118.284111,14086.780135273855,20494.25018492014,6.0,10.0,40.0,20.0,16.0,912.8,4550.3
4255.0,33.97366,-118.422859,7270.006244524998,39644.97519857696,1.0,6.0,11.0,4.0,9.0,6407.5,18680.4
4266.0,34.026291,-118.277687,8128.757267623362,0.0,7.0,15.0,28.0,24.0,30.0,463.2,4255.2
4267.0,34.027618,-118.280678,11386.485799295831,10206.42151725636,7.0,14.0,32.0,33.0,16.0,652.8,4368.1
4273.0,34.02586,-118.284103,16795.553950843234,22355.51263672724,6.0,13.0,38.0,22.0,15.0,690.0,4736.9
4275.0,34.01252,-118.285896,8860.636156225592,488599.4681069224,3.0,10.0,10.0,2.0,13.0,634.3,5881.1
4293.0,34.062279,-118.271523,885.0655665574175,8375.838406558998,0.0,50.0,45.0,6.0,28.0,714.6,2797.4
4300.0,34.04887,-118.2743,0.0,2084.8619838863174,1.0,35.0,55.0,3.0,17.0,879.5,2843.4
4301.0,34.099049,-118.291496,2138.9141450547468,62478.10566742344,0.0,38.0,120.0,37.0,35.0,78.2,6820.3
4302.0,34.092491,-118.291443,5179.721645297538,3946.689718625395,1.0,34.0,106.0,22.0,31.0,212.5,6277.7
4303.0,34.098011,-118.287071,610.9523884147854,457.4706699093976,0.0,31.0,97.0,29.0,31.0,415.5,6473.4
4304.0,34.06258,-118.290092,9707.448420086845,8327.807058965247,2.0,54.0,119.0,20.0,36.0,48.7,4426.9
4306.0,34.057652,-118.292183,4429.789340356187,3241.1398247947964,2.0,60.0,42.0,18.0,21.0,574.2,4507.5
4311.0,34.059689,-118.294662,5065.680493606958,8759.261699072844,2.0,49.0,45.0,69.0,33.0,498.5,4768.1
4312.0,34.06699,-118.290878,10537.404022174063,24077.41922119708,1.0,42.0,141.0,34.0,26.0,480.6,4646.8
4313.0,34.056808,-118.275002,1172.8555226360704,122446.94508646333,1.0,62.0,55.0,11.0,48.0,44.6,2928.9
4314.0,34.057709,-118.279762,1740.9758839035696,128098.06834206013,0.0,60.0,58.0,5.0,48.0,409.7,3378.2
4315.0,34.054031,-118.27092,997.8497068484808,4677.465670126492,2.0,35.0,54.0,9.0,33.0,517.0,2516.0
4387.0,34.03352,-118.241837,0.0,0.0,0.0,12.0,16.0,10.0,16.0,525.3,2084.2
4390.0,34.069271,-118.296593,5167.190979102103,69.89066029951461,2.0,39.0,186.0,34.0,21.0,917.7,5229.1
4401.0,34.075611,-118.291862,12140.3189564676,2868.6267999737074,2.0,29.0,144.0,15.0,25.0,113.8,5143.8
4404.0,34.04813,-118.271027,57.32496198790945,300.7665064367307,2.0,30.0,62.0,1.0,15.0,939.9,2558.0
4405.0,34.051899,-118.293678,520.558961972968,124.59352367472258,0.0,54.0,41.0,16.0,20.0,1226.7,4604.5
4406.0,34.101891,-118.300613,1978.727339496686,596.6390725026424,0.0,24.0,120.0,33.0,18.0,779.9,7616.2
4410.0,34.063351,-118.296799,5074.1716505849145,8274.74828254833,2.0,45.0,138.0,80.0,29.0,436.1,5046.3
4437.0,34.105358,-118.28727,3073.5183387194666,0.0,0.0,16.0,56.0,45.0,18.0,872.4,7144.3
4439.0,34.090969,-118.286247,3498.1533225052444,3282.9420659360417,1.0,28.0,85.0,15.0,8.0,536.1,5825.9
4440.0,34.061661,-118.298241,1955.2750941463148,9098.423354031396,2.0,45.0,135.0,86.0,30.0,248.8,5133.4
4441.0,34.026619,-118.281807,14997.499723510056,9662.962977106292,7.0,18.0,37.0,40.0,18.0,603.0,4518.8
4442.0,34.098,-118.300468,1943.981412590377,132.19872544752832,0.0,32.0,154.0,28.0,23.0,823.0,7298.9
4443.0,34.022091,-118.279793,16238.164146424777,23182.69030038468,6.0,11.0,24.0,30.0,33.0,154.3,4719.1
4444.0,34.061619,-118.305573,1649.818190221406,10520.551993940173,2.0,36.0,70.0,52.0,42.0,308.5,5795.3
4445.0,34.073639,-118.251572,1654.894510252105,40265.83728477584,0.0,6.0,23.0,11.0,6.0,1814.9,2491.8
4446.0,34.05323,-118.278419,908.1636138725224,16945.246954787704,1.0,56.0,59.0,12.0,36.0,474.5,3200.6
4447.0,34.0616,-118.28199,3897.553745522968,101368.03464398888,0.0,57.0,46.0,3.0,23.0,804.3,3679.0
4448.0,34.03027,-118.273193,3614.98072424731,4217.985677167576,3.0,16.0,28.0,2.0,50.0,127.4,3651.2
4449.0,34.04557,-118.274193,0.0,300.7665064367307,1.0,24.0,41.0,1.0,13.0,916.9,2904.5
4450.0,34.063492,-118.287163,8080.491390015849,50677.90369904342,0.0,50.0,94.0,11.0,34.0,331.2,4196.2
4451.0,34.10363,-118.291313,3440.244806271667,44378.98539402402,0.0,27.0,83.0,57.0,30.0,586.4,7206.5
4453.0,34.082649,-118.284393,983.408717386606,44412.14514184221,2.0,19.0,35.0,6.0,12.0,965.6,5051.1
4454.0,34.017899,-118.291718,11654.170512782366,220394.3337141283,4.0,3.0,14.0,4.0,24.0,39.0,5841.7
4455.0,34.10936,-118.271812,2374.036139964256,1084.4245759024589,0.0,20.0,20.0,13.0,7.0,2193.1,6863.0
4456.0,34.052429,-118.302017,2932.499805727169,14742.882236296093,0.0,41.0,33.0,5.0,22.0,1003.5,5372.7
4472.0,34.092602,-118.28093,3654.340948138072,4672.738953872233,0.0,24.0,76.0,35.0,13.0,1048.2,5651.7
4473.0,34.07159,-118.282288,5279.166486914011,0.0,0.0,20.0,51.0,3.0,17.0,1053.2,4157.4
4474.0,34.110031,-118.287163,2614.317122912451,1010.3728130315136,0.0,12.0,35.0,27.0,11.0,1357.8,7574.6
4475.0,34.045181,-118.243248,6906.966213914228,2272.371484153497,3.0,46.0,187.0,46.0,20.0,554.7,781.6
4476.0,34.08252,-118.27272,1427.8051724625293,1226.001270052384,0.0,5.0,44.0,27.0,8.0,1891.5,4302.5
4477.0,34.103851,-118.325462,2795.655535465322,0.0,1.0,37.0,83.0,31.0,33.0,271.0,9470.5
4479.0,34.031502,-118.288742,9254.412656847097,4983.226529130367,5.0,12.0,31.0,8.0,15.0,1424.6,4745.6
4482.0,34.094372,-118.331009,1591.6577958492269,17934.65999843919,2.0,71.0,94.0,16.0,22.0,920.2,9309.0
4486.0,34.06126,-118.258598,1542.895345468873,47061.03221529252,2.0,15.0,8.0,2.0,9.0,961.9,1702.5
4487.0,34.062111,-118.446922,20187.2257177726,9076.863488914834,2.0,32.0,90.0,88.0,31.0,3185.1,18753.8
4490.0,34.053551,-118.255836,2151.419984341193,22851.50678892287,3.0,50.0,111.0,69.0,39.0,436.2,1128.1
4491.0,34.04744,-118.24794,12277.911227672945,30078.13441329053,1.0,68.0,234.0,94.0,61.0,373.6,657.8
4492.0,34.036869,-118.425499,5420.415891581391,4204.913709321784,0.0,13.0,121.0,10.0,16.0,85.1,16836.8
4493.0,34.090279,-118.277191,2385.762098344482,1874.948733376004,0.0,16.0,65.0,31.0,9.0,1371.0,5238.7
4494.0,34.075981,-118.256012,2130.884446633012,59693.144595312544,0.0,10.0,38.0,29.0,20.0,2298.8,2877.3
4509.0,34.101639,-118.309174,2253.552297284486,534.7368110600498,1.0,24.0,116.0,40.0,24.0,14.0,8159.9
4510.0,34.077351,-118.264549,2384.97045203073,33365.29264422008,0.0,16.0,39.0,21.0,23.0,2498.4,3392.6
4511.0,34.056278,-118.231773,2082.820579036258,954.3696443369292,0.0,27.0,54.0,7.0,74.0,174.5,1188.7
4512.0,34.043812,-118.264969,4063.8893874009736,21363.5622951513,4.0,25.0,72.0,33.0,38.0,366.1,2170.2
4514.0,34.046211,-118.451172,4968.371227896617,9496.521740048393,0.0,15.0,109.0,32.0,12.0,1623.3,19126.3
4515.0,34.039742,-118.442268,1402.2737214112326,0.0,0.0,19.0,199.0,62.0,15.0,889.4,18347.4
4517.0,34.101959,-118.338852,1708.1845652366287,8638.810681907593,1.0,45.0,114.0,56.0,29.0,46.0,10364.1
4518.0,34.057968,-118.299751,2572.4703948928827,17038.836114746147,2.0,47.0,48.0,27.0,36.0,399.1,5203.4
4521.0,33.990318,-118.412048,2925.237164658492,27420.12441665245,1.0,11.0,26.0,3.0,8.0,4385.1,16972.6
4523.0,34.068748,-118.30928,1966.674624197872,176.9070798933362,0.0,40.0,61.0,15.0,17.0,736.6,6315.2
4524.0,34.06163,-118.301193,1403.0798741008712,6494.623196144762,2.0,50.0,113.0,82.0,32.0,33.2,5399.2
4525.0,34.10038,-118.341797,876.6857579424252,3327.8975264277506,1.0,32.0,104.0,58.0,33.0,277.3,10503.9
4526.0,34.103378,-118.34919,47.560678396977394,118345.02903811984,0.0,19.0,51.0,6.0,10.0,935.4,11259.6
4528.0,34.06097,-118.444366,20890.102458043275,13538.611044043972,2.0,36.0,91.0,97.0,29.0,2985.2,18511.7
4529.0,34.10186,-118.33329,2635.87765835539,5692.727480975695,2.0,50.0,126.0,62.0,25.0,550.2,9928.6
4534.0,34.10186,-118.32811,2992.943834562233,564.3686652685528,2.0,49.0,115.0,64.0,38.0,223.9,9535.8
4536.0,33.989079,-118.462257,4617.387405827255,6284.206922494987,0.0,27.0,100.0,14.0,14.0,3847.5,21330.5
4537.0,34.098228,-118.338821,1502.679718709877,5185.049884747621,2.0,54.0,126.0,56.0,32.0,388.2,10146.4
4538.0,34.06543,-118.308823,1894.60951102599,7791.690790949473,1.0,36.0,61.0,33.0,34.0,367.7,6176.9
4540.0,34.04776,-118.22541,2943.7465148840693,23286.35931125312,2.0,14.0,9.0,2.0,9.0,57.4,1755.9
4543.0,33.95718,-118.451248,3389.520098561445,59582.02827871521,0.0,2.0,10.0,10.0,1.0,7291.6,21855.4
4544.0,33.928459,-118.435204,3055.3143638048555,67433.2919390822,0.0,0.0,0.0,0.0,2.0,10792.9,22384.1
4545.0,33.95879,-118.44828,3716.644105072849,168871.1947327998,0.0,2.0,17.0,13.0,3.0,7285.9,21529.2
4546.0,34.031399,-118.453629,5972.197574794522,110.2754371433834,0.0,12.0,117.0,12.0,25.0,56.1,19480.5
4547.0,33.9897,-118.448883,2223.262492152386,0.0,0.0,42.0,39.0,16.0,12.0,4640.4,20146.7
4548.0,34.026829,-118.393517,5836.533970154581,8321.750696794628,0.0,20.0,141.0,72.0,25.0,446.4,14089.7
4549.0,34.022449,-118.438332,1299.5407474352849,0.0,1.0,3.0,35.0,5.0,6.0,1491.0,18236.8
4552.0,33.990971,-118.421303,3719.219663750685,0.0,0.0,12.0,45.0,11.0,12.0,4534.9,17727.6
4553.0,33.99958,-118.44136,1997.0298363848265,0.0,0.0,13.0,55.0,5.0,9.0,3719.9,19132.3
4554.0,34.00351,-118.43438,2885.6149234300947,1316.3582645748509,0.0,5.0,97.0,19.0,12.0,3540.5,18387.2
4555.0,34.005871,-118.429161,3191.023567867478,388.8216594416127,0.0,2.0,82.0,19.0,8.0,3310.7,17850.3
4556.0,34.009022,-118.425011,2679.5353713297545,0.0,0.0,2.0,96.0,3.0,5.0,2955.7,17384.2
4557.0,34.011799,-118.419441,2773.532095936605,0.0,0.0,6.0,132.0,10.0,7.0,2395.6,16806.1
4558.0,34.025688,-118.395302,5891.0436054417705,9731.780238037863,0.0,22.0,143.0,76.0,14.0,643.5,14276.7
4561.0,34.020061,-118.422684,998.8567253111124,33229.85292751603,0.0,2.0,47.0,9.0,9.0,1866.6,16875.3
4562.0,34.02697,-118.428207,558.7785470507422,334.663644055045,0.0,4.0,44.0,17.0,16.0,1087.0,17230.7
4563.0,34.017448,-118.409569,2521.0814415607897,2168.3718557518296,0.0,20.0,175.0,30.0,14.0,1404.9,15765.2
4564.0,34.035351,-118.434143,2161.0958116803736,2116.9097753211195,0.0,11.0,182.0,7.0,22.0,9.1,17646.6
4565.0,33.989948,-118.434669,2775.205878623124,14462.893060437294,0.0,27.0,53.0,0.0,2.0,4929.9,18912.4
4566.0,34.023392,-118.399223,3684.024665450758,6783.668176427294,0.0,23.0,151.0,68.0,20.0,806.6,14684.1
4567.0,34.02018,-118.40403,2484.0276235508795,7626.060133142541,0.0,31.0,176.0,42.0,25.0,1014.4,15196.7
4568.0,34.029121,-118.403168,1192.9735011651478,3989.179778187331,0.0,22.0,142.0,8.0,15.0,104.7,14915.9
4569.0,34.02655,-118.408463,1959.166243742703,8047.073832428689,0.0,16.0,130.0,24.0,27.0,494.2,15447.2
4570.0,34.01376,-118.417801,2957.886830341756,0.0,0.0,10.0,143.0,13.0,8.0,2130.6,16602.9
4571.0,34.027649,-118.413559,1759.175359922794,5704.629139988528,0.0,17.0,78.0,24.0,24.0,877.1,15887.4
4572.0,34.02948,-118.410469,2615.2355591546616,14496.87842797238,0.0,15.0,80.0,19.0,23.0,572.1,15572.5
4573.0,34.030472,-118.420982,1135.016625114888,14042.549995361114,0.0,10.0,74.0,3.0,14.0,778.2,16512.5
4575.0,34.000309,-118.402527,1915.409602604601,12337.513924269118,0.0,3.0,81.0,4.0,7.0,3221.9,15733.1
4576.0,34.022579,-118.40551,2445.6898332722035,3943.3475284202746,0.0,27.0,204.0,26.0,21.0,756.7,15269.3
4578.0,34.04298,-118.252953,6832.497654177936,0.0,4.0,67.0,181.0,99.0,69.0,759.1,1333.4
4579.0,33.984859,-118.431129,3356.084043497423,54210.79523090896,0.0,5.0,37.0,0.0,8.0,5519.9,18827.4
4580.0,33.982929,-118.410828,828.9556661001857,21459.55695401447,1.0,17.0,11.0,4.0,17.0,5180.8,17222.0
4581.0,33.970242,-118.426071,11417.178403237023,203793.2466748457,1.0,5.0,10.0,4.0,10.0,6854.7,19121.1
4582.0,,,737.0147976512635,12740.076938307591,2.0,17.0,12.0,2.0,9.0,5449.0,17652.5
4583.0,33.976189,-118.418419,6546.641607377056,35402.05247873371,1.0,9.0,13.0,8.0,5.0,6035.9,18187.0
4584.0,34.094349,-118.326363,1997.0187867200348,12454.238802972272,1.0,62.0,77.0,28.0,29.0,786.1,8940.6
4587.0,34.060791,-118.309067,1165.92445830691,10520.551993940173,2.0,34.0,47.0,43.0,32.0,148.0,6097.1
4595.0,34.16835,-118.387497,7949.791935303793,18413.1760418938,0.0,13.0,19.0,3.0,3.0,811.2,18495.0
4596.0,34.168331,-118.396156,4865.058591663433,2941.391411249741,0.0,3.0,19.0,5.0,17.0,19.7,19072.4
4597.0,34.165218,-118.355148,1125.4373898892632,1067.515144018663,0.0,17.0,38.0,1.0,6.0,1999.6,16223.8
4598.0,34.16552,-118.375153,11605.563614228904,61645.12505905635,0.0,23.0,37.0,29.0,35.0,381.5,17471.2
4599.0,34.168751,-118.36187,1405.0078385967888,0.0,0.0,28.0,25.0,7.0,4.0,1340.1,16920.9
4600.0,34.17765,-118.382309,2975.966845700701,6369.608037925796,0.0,14.0,12.0,2.0,9.0,1103.1,18905.3
4601.0,34.161709,-118.372818,3860.729645309456,306.6655913823911,0.0,20.0,34.0,27.0,10.0,853.0,17017.4
4603.0,34.152142,-118.361954,492.3350790285437,0.0,0.0,18.0,28.0,8.0,14.0,2277.6,15558.0
4605.0,34.152,-118.350601,0.0,3663.48005489016,0.0,12.0,29.0,18.0,6.0,3021.7,14833.4
4606.0,34.168629,-118.377068,13370.16675334494,87938.52280546012,0.0,26.0,30.0,16.0,31.0,49.8,17842.9
4613.0,34.069752,-118.445351,20826.02346298692,90414.03484966468,2.0,9.0,53.0,28.0,17.0,3944.1,18678.0
4614.0,34.07365,-118.439842,19046.041885529303,58679.751978100896,2.0,8.0,11.0,10.0,15.0,4270.8,18224.6
4627.0,34.101849,-118.325142,2831.001261905734,0.0,1.0,44.0,92.0,52.0,36.0,73.1,9313.5
4628.0,34.05978,-118.288544,7044.329104594434,19090.320327386744,1.0,57.0,40.0,15.0,37.0,372.2,4216.3
4632.0,33.986671,-118.440948,3589.373814305572,8346.231728587762,0.0,33.0,62.0,27.0,14.0,5114.6,19585.0
4643.0,34.07262,-118.44944,12690.158074197152,132438.16368824386,2.0,6.0,12.0,8.0,11.0,4359.1,19087.7
4644.0,34.061859,-118.45002,11399.374530904694,0.0,2.0,26.0,71.0,54.0,21.0,3276.7,19037.1
4645.0,34.023411,-118.429008,768.8878263660984,772.8132130793388,0.0,2.0,48.0,16.0,12.0,1415.1,17372.5
4652.0,34.02705,-118.485184,12616.48727304286,1484.2023212710956,3.0,19.0,174.0,22.0,16.0,618.9,22425.8
4660.0,33.997238,-118.446732,1997.249275016303,0.0,0.0,26.0,41.0,1.0,8.0,3863.0,19683.8
4664.0,34.055161,-118.30899,671.2219483178019,0.0,0.0,30.0,40.0,18.0,25.0,771.3,6023.9
4672.0,34.045021,-118.253189,11478.470560444974,19418.099960205844,4.0,73.0,194.0,121.0,91.0,549.4,1183.9
4680.0,34.043522,-118.255089,8521.415147543048,4702.922000105826,4.0,66.0,178.0,110.0,82.0,662.0,1425.5
4689.0,34.023849,-118.426071,956.4018947740378,1042.697460761608,0.0,4.0,48.0,6.0,8.0,1444.9,17097.4
4690.0,34.172451,-118.370369,3045.0680627483625,16460.946502452847,0.0,32.0,34.0,6.0,8.0,688.4,17742.1
